Id,SalePrice
1461,116349.20789107455
1462,176130.7953785674
1463,187469.36532014122
1464,210537.88361571915
1465,187054.4733898897
1466,168873.34626087503
1467,189830.11500424633
1468,165139.43649927812
1469,189616.95263343398
1470,107725.55451243406
1471,194882.74008268683
1472,96298.88482330473
1473,92417.51181604787
1474,141078.16214262135
1475,110255.67160919396
1476,345200.80537364876
1477,242975.68630475618
1478,276559.0273255413
1479,272036.12652129575
1480,473820.8366284744
1481,327888.17827641027
1482,204526.16894754794
1483,179994.94646464224
1484,156312.79120017303
1485,182660.17350733367
1486,195664.8034566987
1487,323990.7469250828
1488,233908.09278218285
1489,198922.89499357637
1490,246586.07304621887
1491,193825.08401482232
1492,86024.94978350974
1493,180976.33529394722
1494,271071.178675154
1495,287695.72015224345
1496,230951.15791423008
1497,170575.43731133183
1498,163905.64415148343
1499,157313.56728439324
1500,152762.77117396906
1501,169308.8443956675
1502,146629.8267214401
1503,289504.7186323436
1504,243476.91876734758
1505,234505.04321227083
1506,183758.57398767598
1507,247742.67863519047
1508,219853.44899534257
1509,151674.44411363688
1510,145923.95702021118
1511,151092.67869645212
1512,177461.62989073253
1513,137014.497212958
1514,175340.51450296617
1515,198020.98190563187
1516,159347.30825025926
1517,182676.93873305517
1518,129280.6612621659
1519,219607.55729143939
1520,124186.8455227496
1521,135418.3108621687
1522,171163.99288253556
1523,108570.17872224355
1524,120592.56945535529
1525,122614.57148081856
1526,110915.08688232036
1527,102250.6059848057
1528,134082.50218478948
1529,138427.58303327588
1530,186848.9964488163
1531,106585.6588304906
1532,93955.93109515132
1533,141852.74456467078
1534,122511.90727356126
1535,161018.13938383095
1536,112915.33643038939
1537,60966.357274875896
1538,171457.85528745185
1539,178336.76791488353
1540,87202.00422071364
1541,138057.8902891205
1542,131027.73092426868
1543,187952.91383268996
1544,83130.70047768271
1545,108571.39354832053
1546,131226.34806656395
1547,126356.1762031032
1548,123438.78032097469
1549,110460.21667029572
1550,135911.26510531135
1551,108744.96096321792
1552,128270.17803268727
1553,149474.44504033626
1554,120120.86195626984
1555,161140.70522083007
1556,89299.55401250644
1557,99356.10777648751
1558,105856.61189507866
1559,73109.64689772321
1560,135812.26307422595
1561,124703.44580173053
1562,127226.71384247321
1563,115352.20032448109
1564,151971.823850794
1565,133624.12929145934
1566,248744.93434167307
1567,78998.73622263872
1568,249671.33778727113
1569,137495.78032864459
1570,131740.89954233007
1571,117702.57636870976
1572,141019.80666985715
1573,244655.34170446687
1574,110969.95654428497
1575,220531.95863906774
1576,264860.7766879567
1577,174508.2763382219
1578,152262.27173350827
1579,135112.05153146855
1580,194808.00280161152
1581,157990.9978544152
1582,116527.73878591107
1583,323805.62917128165
1584,218045.47514090507
1585,136425.14409514354
1586,79436.99289781273
1587,99587.79959840326
1588,144662.45790596787
1589,103013.96724423826
1590,129974.91383147398
1591,89789.73911182127
1592,118865.36053994854
1593,125414.76033046505
1594,111412.16521270417
1595,95175.4650746781
1596,211745.72645219587
1597,189313.71051359444
1598,211396.88592272805
1599,160653.61135404778
1600,150077.56253653875
1601,68374.47083552172
1602,113726.46340460792
1603,93709.53268569603
1604,278461.93207208556
1605,248777.22695112895
1606,176310.1009832228
1607,177750.8399386078
1608,216798.8145506101
1609,181757.3099586233
1610,142935.5314885983
1611,130772.44204128349
1612,166197.34164279982
1613,169918.18491333825
1614,119210.94729434905
1615,88697.97339072413
1616,75392.49546930549
1617,90873.9207907349
1618,126434.52494931257
1619,146854.82543791566
1620,171166.69632283517
1621,129961.47162661202
1622,144226.03712161633
1623,264394.4408328583
1624,226907.5893894185
1625,122991.70513381602
1626,173653.87972614623
1627,200680.25193529855
1628,287872.64923759864
1629,162296.2368603923
1630,343070.01350053475
1631,210191.5068394426
1632,234011.28657154465
1633,166907.89961878772
1634,185555.1316125883
1635,172197.30915556382
1636,155080.0485407211
1637,203216.3229616448
1638,184513.82008021817
1639,197522.26611576977
1640,249403.21327206996
1641,183417.66993443243
1642,228222.30023104695
1643,216379.7049478608
1644,235225.83126752535
1645,207943.5729633108
1646,164705.6966393676
1647,161589.99630061365
1648,125494.26667178837
1649,136770.5718985626
1650,112835.2905709611
1651,120419.36494620192
1652,95600.29010694502
1653,100643.88141212195
1654,134008.76086139926
1655,134985.05535791742
1656,133095.65006017432
1657,134815.1962773424
1658,134608.64211498204
1659,115596.69731009459
1660,164206.55402390024
1661,430184.8450362945
1662,378423.88552904007
1663,374214.61028861464
1664,509600.76312969724
1665,293536.9854378005
1666,345708.79053866724
1667,371885.3023849228
1668,340107.97607353056
1669,300632.092700138
1670,344601.16083488736
1671,282721.8807737454
1672,417321.5588437692
1673,295818.0933265009
1674,242475.91921524788
1675,204379.17099028945
1676,195208.4985930669
1677,232836.6955856811
1678,515876.30351620563
1679,400305.1054706975
1680,316283.5034905166
1681,235128.13803679307
1682,334604.8502235948
1683,184462.6652020973
1684,174579.1607511792
1685,172303.54811332712
1686,166522.19062384396
1687,168238.54713522788
1688,196296.04942253133
1689,196943.82944412212
1690,198773.7692323152
1691,188142.61300940294
1692,256386.4730145507
1693,155285.69714867862
1694,180929.43258802153
1695,161531.1959804807
1696,275356.22965738765
1697,170590.948920103
1698,342539.99502795795
1699,301425.80000463966
1700,258080.28222615278
1701,263553.2623573878
1702,237549.7662637227
1703,246248.21222227425
1704,293638.54629799124
1705,253970.433885316
1706,446503.18087016256
1707,210836.46951893094
1708,202555.32883236103
1709,274208.39813710167
1710,219746.93330271813
1711,279091.81285460043
1712,262013.0941094981
1713,282327.87378506496
1714,228379.98627540615
1715,200199.79015501856
1716,182488.10350142268
1717,163515.52314011776
1718,133068.68303656342
1719,204089.7745346062
1720,240062.0622877057
1721,163726.74611149813
1722,124309.56125060513
1723,158490.06081473242
1724,200009.88419187698
1725,230038.3702480103
1726,189311.88687075634
1727,150813.68533995302
1728,190941.038865026
1729,166522.22903927029
1730,146747.14352976647
