Id,SalePrice
1461,119743.1717908278
1462,165436.76332422358
1463,186537.73432349574
1464,205624.95088284113
1465,186493.63421737766
1466,171208.3875816629
1467,183420.41020534275
1468,165697.60889105237
1469,180738.0766047674
1470,119411.08718046674
1471,196283.31902330954
1472,97111.95283915583
1473,95537.31721510759
1474,145932.47551314713
1475,110925.49936691212
1476,354884.5322355131
1477,254652.49941522625
1478,278069.390663748
1479,264795.2437303078
1480,495872.2592789986
1481,337601.7287690914
1482,207344.21467560204
1483,171792.40185408253
1484,162155.98681286103
1485,185446.25629384792
1486,196904.6241883986
1487,327947.6062615347
1488,233555.0785826876
1489,202191.6741288111
1490,241133.22507758034
1491,196420.12502716391
1492,88418.19775025215
1493,184151.2305399096
1494,293442.15223349695
1495,292256.827141666
1496,236940.29454738327
1497,174615.3885950968
1498,168165.70106942797
1499,159813.31220320094
1500,156482.93040370173
1501,176039.13427656976
1502,154972.19832668
1503,309217.17880910233
1504,243344.11898012948
1505,232859.16267218444
1506,179284.31686457113
1507,240638.6753544503
1508,200953.90138208444
1509,154548.91351372268
1510,147401.49188636985
1511,149688.2992046648
1512,173678.4249586644
1513,133027.8358187744
1514,170790.9999582935
1515,192009.2285622026
1516,155938.35881918174
1517,168385.8324008791
1518,133424.12773412123
1519,227940.40382179062
1520,133348.93337924694
1521,135553.94528838404
1522,169725.15418205792
1523,111407.47468756419
1524,121996.44506417646
1525,124164.47041415209
1526,114667.83758287276
1527,102981.01079955466
1528,138897.37824936723
1529,150662.06102809205
1530,181979.82083599787
1531,100593.9923788732
1532,98440.30884222599
1533,144288.47276513823
1534,122213.79825074704
1535,156874.82706052536
1536,112033.74271867688
1537,61126.13426783252
1538,161150.93289352657
1539,188859.4636768132
1540,89248.35004312858
1541,139343.42352533518
1542,136834.3994083172
1543,191903.25473019603
1544,83828.48415745737
1545,115199.3713131643
1546,131122.65234066473
1547,135880.37143381825
1548,130779.25376966925
1549,116817.0834733628
1550,137243.783314578
1551,114128.00550180806
1552,130105.75347988855
1553,150179.6143733574
1554,115537.43292581303
1555,164330.7761245387
1556,86433.09931870314
1557,102114.67886338018
1558,102653.96803333667
1559,74102.16761022249
1560,136671.10720152903
1561,130015.24393669693
1562,131909.9443149445
1563,121612.6858254835
1564,155081.31854588535
1565,146041.3657724857
1566,246368.3818435247
1567,75836.49175750659
1568,238255.71086601025
1569,135833.59390803176
1570,137105.69969494408
1571,116298.18079678585
1572,144629.76078144286
1573,238549.0441337572
1574,110674.19844215638
1575,233532.10664773124
1576,254951.29027275764
1577,182964.15761116272
1578,146150.94424185497
1579,145713.4066696187
1580,192097.95920978472
1581,158006.73501862257
1582,123853.37975771877
1583,331001.324029402
1584,223017.3683589252
1585,141192.69694951427
1586,72689.86629293128
1587,98422.21533863769
1588,151415.5442045761
1589,98544.17798564007
1590,130900.74879191925
1591,91654.9631666463
1592,122158.99940297476
1593,123784.56246872737
1594,125291.30311539455
1595,102281.02742588459
1596,224653.2174892584
1597,191612.69937436606
1598,213320.5502388999
1599,167349.69891570386
1600,158260.81030917866
1601,65878.59208385638
1602,109597.8275165058
1603,84813.1721684687
1604,277493.7174515501
1605,248667.88412822827
1606,171947.96648601248
1607,169881.96331345188
1608,219839.72219473287
1609,182581.7550322438
1610,152035.2835186084
1611,130873.58620174
1612,157889.48399294645
1613,164652.34203769386
1614,123336.05384742215
1615,88015.24186314209
1616,73865.3182357403
1617,92626.15841611833
1618,124182.22481946208
1619,145857.1977420196
1620,158772.22039450478
1621,134733.64663539903
1622,139900.13947404423
1623,290203.7752914729
1624,216302.18591313527
1625,125896.32353563054
1626,167410.15094093417
1627,193916.49012878284
1628,296435.36810885335
1629,175936.03781805377
1630,342314.9361720688
1631,209795.75182349054
1632,236120.65356025373
1633,173982.18707484982
1634,183833.86566088093
1635,175473.70918183788
1636,151190.27410689587
1637,195954.2146629405
1638,184951.63051373715
1639,180902.73337098293
1640,249403.15101178
1641,177844.69028921562
1642,229391.10656941548
1643,216360.95874209664
1644,236645.08796482044
1645,203092.52355619846
1646,162124.1923368494
1647,161909.56174583008
1648,128342.32218134489
1649,139927.7397944482
1650,113510.11775376032
1651,117954.77214082408
1652,97692.70392154863
1653,103347.2624784634
1654,138602.51628913966
1655,143550.69798346097
1656,140347.99419403332
1657,141204.8175934048
1658,141694.1915252077
1659,122982.51270249521
1660,160275.31022058445
1661,468757.94726455567
1662,391378.0700702992
1663,381445.2374160654
1664,525735.5657134184
1665,303747.3538621664
1666,343732.2689107325
1667,394866.7444736784
1668,343130.2217322209
1669,304277.3022332915
1670,349411.92671482573
1671,271936.30417177494
1672,439356.6282328983
1673,297116.098013233
1674,243302.58774248004
1675,197239.32206593952
1676,192959.48898194003
1677,226861.37689921987
1678,485694.17448675656
1679,408154.41643069626
1680,332766.3686642519
1681,239732.81677336362
1682,330003.4542378434
1683,179458.46486138913
1684,177081.08611219007
1685,172893.92868663004
1686,166692.2209446053
1687,173442.38596455695
1688,197747.82878341927
1689,201007.79457451514
1690,200524.27898830496
1691,190001.19601966336
1692,267034.60144218354
1693,164439.21784467596
1694,182817.92055478314
1695,166202.27525109367
1696,283831.14594317856
1697,171503.45595216347
1698,353535.17321409314
1699,337655.48507794697
1700,247210.26489146886
1701,263300.3472475419
1702,243247.5427555797
1703,252561.78971982602
1704,293420.83468103176
1705,242914.50977573334
1706,437618.8420208903
1707,207812.1242108939
1708,205578.99214500276
1709,278627.9734618806
1710,216321.29629242886
1711,282713.94270751846
1712,257114.6260077257
1713,282955.3623028104
1714,225714.65216193566
1715,202240.1406636046
1716,183826.86625499133
1717,173672.49902993912
1718,132065.94203721758
1719,203562.4133160099
1720,251795.81525741686
1721,169980.6896515701
1722,125682.96336759612
1723,158890.66915300005
1724,204895.52759892136
1725,236628.8234870515
1726,183514.41294298787
1727,152152.91288234032
1728,182485.54097952496
1729,171315.36263407866
1730,154223.48625352173
1731,125220.44615663853
1732,131171.54840548438
1733,115054.3720333678
1734,119812.05286425509
1735,129210.43752941466
1736,117237.87962056058
1737,334209.8144514342
1738,251681.99332447292
1739,235887.19955504648
1740,223165.87567764416
1741,199687.33981940258
1742,168904.58115740473
