Id,SalePrice
1461,117922.1371834316
1462,162747.07331422606
1463,186131.44575659622
1464,202838.1028700004
1465,186093.30037138943
1466,169772.84500174952
1467,178438.8539679278
1468,164903.2234505755
1469,176148.67112085898
1470,119017.12126497357
1471,189586.15295442718
1472,98972.89276774981
1473,95877.68941431295
1474,146082.5594068846
1475,115312.1689299976
1476,359269.6651325738
1477,253062.63512171205
1478,280063.32885941456
1479,273799.632691681
1480,492191.6994580904
1481,333580.3517824593
1482,205590.302911877
1483,178862.19675528596
1484,162816.99443024432
1485,187616.63248030943
1486,195891.91013314668
1487,328692.14706502773
1488,231337.7349031416
1489,203579.4743688794
1490,245289.8168222002
1491,196567.70379954606
1492,88510.63094676782
1493,191686.0633097514
1494,288276.85587644204
1495,288358.6420590895
1496,238333.4431591729
1497,173405.75443677104
1498,171048.1867799817
1499,161135.1171608321
1500,158708.7300394964
1501,174505.47851176403
1502,153437.16243819697
1503,307393.9913617707
1504,245260.7321203075
1505,236619.99461616456
1506,178156.81315382593
1507,245754.6447988191
1508,198597.60505286593
1509,156670.89534963004
1510,147617.0673053635
1511,149902.99988137075
1512,169616.27550274463
1513,141004.53180978692
1514,173919.88777164224
1515,193896.617023519
1516,154623.1778830352
1517,168850.79301929567
1518,131968.16708444266
1519,219398.17914683235
1520,132708.2130366071
1521,137116.80932705477
1522,168977.35744252888
1523,110791.1239072787
1524,121063.54120167502
1525,124028.61378815485
1526,114167.82470144225
1527,105664.59850402153
1528,138137.72947091504
1529,153913.77891487032
1530,186370.39641027007
1531,100079.3955618446
1532,94560.98104516041
1533,139341.60862576647
1534,121210.7125462309
1535,161633.7558890119
1536,112190.57073949071
1537,64687.66755566881
1538,154818.0767812761
1539,182521.32836978335
1540,86764.79689872012
1541,144364.19243554474
1542,141299.77574607817
1543,196426.95584247995
1544,82720.13619351602
1545,117695.71057226212
1546,133097.10661169095
1547,140624.59185520752
1548,132573.74038450787
1549,119772.79978628365
1550,139155.09480569133
1551,111106.52819133329
1552,132990.4915899933
1553,148158.9341156854
1554,116107.32434826848
1555,162768.13184604334
1556,87437.15019555794
1557,99428.87588258681
1558,108083.32247367586
1559,73188.6879684132
1560,130502.1781576036
1561,135267.3013044268
1562,131479.98555046087
1563,122528.61183055866
1564,152031.3790261316
1565,143326.0943905345
1566,244993.87442086416
1567,77429.96509689938
1568,237493.63977736168
1569,137611.45037928896
1570,136403.4683314896
1571,115285.71157503192
1572,145202.44560547598
1573,242124.67070029525
1574,113869.72549585966
1575,226562.07711818037
1576,247384.15073058417
1577,186474.86122143298
1578,144894.78374707486
1579,147718.122706867
1580,194309.91452649122
1581,156311.98557367874
1582,124676.36986010034
1583,323612.0477976947
1584,224530.21116457038
1585,141960.41577962696
1586,72397.49300373389
1587,102650.4988687883
1588,155709.3809944142
1589,102060.79880239465
1590,129298.71479066787
1591,92479.91699409479
1592,120088.19301664626
1593,123943.42343845454
1594,125035.09778450847
1595,102468.09812597925
1596,229658.91679835907
1597,192986.23899124545
1598,217395.687036108
1599,160195.87286364226
1600,155607.11883428763
1601,69738.73253788844
1602,112599.03572507307
1603,84196.88796649745
1604,266580.8609942749
1605,242438.73197514546
1606,169199.77691320522
1607,166574.16322686616
1608,219539.4070497611
1609,187261.92326440464
1610,156712.59090075572
1611,131768.80639291555
1612,163508.9692214467
1613,164414.10743608276
1614,126223.32982410338
1615,86743.20545095202
1616,73460.15963108557
1617,90452.57741290101
1618,126658.27751106318
1619,144656.816259875
1620,153313.7349809208
1621,138237.00896088558
1622,142212.83820818437
1623,301370.25260884705
1624,213842.407666086
1625,126724.03276197193
1626,171303.31444857002
1627,194399.1862241369
1628,290302.90441882063
1629,178604.8492573002
1630,345531.8505535809
1631,220197.2353647576
1632,233447.37332057423
1633,174992.5063364578
1634,183593.41938013048
1635,175516.73124954826
1636,150842.7886103816
1637,193632.3238944309
1638,179487.79735536096
1639,183765.02472967558
1640,244828.71838535927
1641,176268.50944265944
1642,236956.1800116093
1643,214339.91722706944
1644,241238.33673480246
1645,201819.168385375
1646,166426.29267760506
1647,161029.19035498632
1648,132962.72857281598
1649,143543.031101993
1650,116395.12340524417
1651,119625.2785836163
1652,99261.58408457108
1653,104896.99617655002
1654,139844.68469328503
1655,142193.42574352756
1656,142479.18376568554
1657,141371.4803634936
1658,143884.8364281222
1659,121939.02889458196
1660,161066.64642353804
1661,478059.048562284
1662,387200.39993306476
1663,370301.9074249078
1664,532608.5749897519
1665,301011.04368270177
1666,344521.4554375924
1667,405360.2254123764
1668,339995.87450159446
1669,305258.2458055103
1670,339436.10158921644
1671,276349.96058821556
1672,449181.37758256233
1673,299934.1911096402
1674,237009.63009020378
1675,198615.88277402613
1676,195882.83294159127
1677,227454.73060458328
1678,486157.5031720776
1679,404490.66098376014
